66.50602	-2944.52865	-2944.54498	-2945.82893	-2945.81907	
66.51614	-2944.53385	-2944.55371	-2945.83412	-2945.81907	
66.52623	-2944.54106	-2944.55371	-2945.84133	-2945.81907	
66.53639	-2944.5504	-2944.55371	-2945.85067	-2945.81907	
66.54657	-2944.56184	-2944.55371	-2945.86211	-2945.81907	
66.55671	-2944.57526	-2944.55371	-2945.87553	-2945.81907	
66.56689	-2944.59084	-2944.56243	-2945.89111	-2945.81907	
66.57703	-2944.60839	-2944.56243	-2945.90866	-2945.8278	
66.58714	-2944.62793	-2944.57116	-2945.9282	-2945.83652	
66.59733	-2944.6498	-2944.57989	-2945.95007	-2945.84525	
66.60751	-2944.67356	-2944.58861	-2945.97383	-2945.8627	
66.61766	-2944.69938	-2944.60607	-2945.99965	-2945.88888	
66.62781	-2944.72726	-2944.63225	-2946.02753	-2945.90634	
66.63796	-2944.7572	-2944.66715	-2946.05747	-2945.94124	
66.64816	-2944.78938	-2944.70206	-2946.08965	-2945.98488	
66.65827	-2944.82331	-2944.74569	-2946.12358	-2946.02851	
66.66844	-2944.85951	-2944.78933	-2946.15979	-2946.08087	
66.67867	-2944.89804	-2944.83296	-2946.19831	-2946.13323	
66.68875	-2944.93801	-2944.87659	-2946.23828	-2946.19432	
66.69888	-2944.98023	-2944.92895	-2946.2805	-2946.2554	
66.70906	-2945.02473	-2944.98131	-2946.32501	-2946.30776	
66.71917	-2945.07097	-2945.03367	-2946.37124	-2946.36885	
66.72927	-2945.11922	-2945.08603	-2946.41949	-2946.42994	
66.73941	-2945.16971	-2945.13839	-2946.46998	-2946.4823	
66.74959	-2945.22249	-2945.20821	-2946.52276	-2946.54338	
66.75979	-2945.27743	-2945.26929	-2946.5777	-2946.60447	
66.76989	-2945.33386	-2945.33038	-2946.63413	-2946.65683	
66.78004	-2945.39267	-2945.39147	-2946.69294	-2946.70919	
66.79016	-2945.45331	-2945.45255	-2946.75358	-2946.75282	
66.80038	-2945.51665	-2945.51364	-2946.81692	-2946.80518	
66.81045	-2945.58108	-2945.566	-2946.88135	-2946.84882	
66.82064	-2945.64838	-2945.62709	-2946.94865	-2946.90118	
66.83082	-2945.71773	-2945.67945	-2947.018	-2946.95354	
66.84092	-2945.78848	-2945.7318	-2947.08875	-2947.01462	
66.85113	-2945.86217	-2945.80162	-2947.16244	-2947.06698	
66.86125	-2945.93718	-2945.8627	-2947.23745	-2947.12807	
66.87137	-2946.01429	-2945.93252	-2947.31457	-2947.19788	
