121.7522	-542.048749	-542.055632	-542.013843	-542.003273	
121.762	-542.054611	-542.055632	-542.019704	-542.003273	
121.772	-542.063085	-542.055632	-542.028179	-542.003273	
121.7823	-542.073812	-542.055632	-542.038905	-542.003273	
121.7925	-542.086521	-542.055632	-542.051615	-542.003273	
121.8026	-542.101302	-542.064359	-542.066396	-542.003273	
121.8128	-542.118239	-542.064359	-542.083332	-542.011999	
121.823	-542.137126	-542.073086	-542.102219	-542.029452	
121.8332	-542.158098	-542.081812	-542.123191	-542.046906	
121.8433	-542.181145	-542.090539	-542.146239	-542.064359	
121.8539	-542.207336	-542.107992	-542.172429	-542.099266	
121.8637	-542.233518	-542.125446	-542.198612	-542.134172	
121.8738	-542.262594	-542.151626	-542.227687	-542.169079	
121.884	-542.29396	-542.177805	-542.259053	-542.221439	
121.8942	-542.327443	-542.212712	-542.292537	-542.273799	
121.9043	-542.362604	-542.247619	-542.327697	-542.326158	
121.9144	-542.400195	-542.291252	-542.365288	-542.378518	
121.9246	-542.439875	-542.343612	-542.404968	-542.422152	
121.9349	-542.481834	-542.395972	-542.446928	-542.465785	
121.9449	-542.525088	-542.448332	-542.490182	-542.518145	
121.9551	-542.570939	-542.509418	-542.536033	-542.561778	
121.9653	-542.618719	-542.570505	-542.583812	-542.605411	
121.9754	-542.668356	-542.631591	-542.63345	-542.649044	
121.9855	-542.720224	-542.701404	-542.685317	-542.692678	
121.9957	-542.774444	-542.762491	-542.739537	-542.736311	
122.0059	-542.830598	-542.832304	-542.795692	-542.779944	
122.0161	-542.888757	-542.89339	-542.853851	-542.832304	
122.0262	-542.948877	-542.954477	-542.91397	-542.875937	
122.0364	-543.011428	-543.015564	-542.976522	-542.928297	
122.0466	-543.076122	-543.07665	-543.041216	-542.989384	
122.0568	-543.14226	-543.12901	-543.107353	-543.041743	
122.0669	-543.210453	-543.18137	-543.175546	-543.111557	
122.0771	-543.28147	-543.242456	-543.246564	-543.190096	
122.0873	-543.354073	-543.303543	-543.319166	-543.268636	
122.0974	-543.428372	-543.355903	-543.393466	-543.347176	
122.1075	-543.50489	-543.425716	-543.469983	-543.425716	
122.1177	-543.583566	-543.495529	-543.54866	-543.512982	
122.1278	-543.664211	-543.565342	-543.629304	-543.600249	
122.1384	-543.750708	-543.643882	-543.715801	-543.678789	
122.1481	-543.832347	-543.722422	-543.797441	-543.766055	
122.1583	-543.91927	-543.809688	-543.884363	-543.844595	
122.1685	-544.008551	-543.905681	-543.973644	-543.940588	
122.1786	-544.099468	-544.010401	-544.064562	-544.036581	
122.1888	-544.192705	-544.115121	-544.157798	-544.123848	
122.199	-544.28851	-544.228567	-544.253604	-544.211114	
122.2091	-544.385324	-544.333287	-544.350417	-544.315834	
122.2193	-544.485814	-544.45546	-544.450907	-544.411827	
