65.23517	-20.0194668	-20.0014732	-20.0107401	-20.0014732	
65.2398	-20.0218639	-20.0014732	-20.0131373	-20.0014732	
65.25003	-20.0298097	-20.0014732	-20.021083	-20.0014732	
65.2601	-20.0396548	-20.0014732	-20.0309281	-20.0014732	
65.27026	-20.0516693	-20.0014732	-20.0429427	-20.0014732	
65.28853	-20.0814115	-20.0014732	-20.0726848	-20.0014732	
65.29312	-20.0886733	-20.0014732	-20.0799467	-20.0014732	
65.30336	-20.1075713	-20.0101999	-20.0988447	-20.0014732	
65.31355	-20.128439	-20.0363798	-20.1197124	-20.0189265	
65.32365	-20.1511535	-20.0538331	-20.1424269	-20.0363798	
65.33379	-20.1760129	-20.080013	-20.1672863	-20.0451065	
65.34405	-20.203316	-20.1149196	-20.1945894	-20.0712864	
65.35455	-20.233469	-20.1585529	-20.2247423	-20.106193	
65.36436	-20.2634449	-20.2021861	-20.2547183	-20.1410996	
65.3745	-20.2965576	-20.2370927	-20.287831	-20.1760062	
65.3849	-20.3327393	-20.2807259	-20.3240127	-20.2196394	
65.39511	-20.3702924	-20.3156325	-20.3615657	-20.2632726	
65.40522	-20.4095398	-20.3418124	-20.4008131	-20.3156325	
65.41541	-20.4511709	-20.376719	-20.4424443	-20.3679924	
65.42563	-20.4949941	-20.4116256	-20.4862674	-20.4203522	
65.43574	-20.5403817	-20.4465322	-20.5316551	-20.4901654	
65.44591	-20.5881672	-20.4901654	-20.5794406	-20.5512519	
65.45609	-20.6380089	-20.5425253	-20.6292823	-20.6210651	
65.46625	-20.6898294	-20.5948852	-20.6811027	-20.6821516	
65.4764	-20.7436742	-20.6472451	-20.7349476	-20.7432382	
65.48655	-20.7995974	-20.6996049	-20.7908707	-20.8043247	
65.49677	-20.8579737	-20.7694181	-20.8492471	-20.8566846	
65.50691	-20.9179161	-20.8305046	-20.9091894	-20.9177711	
65.51703	-20.9798357	-20.8915911	-20.9711091	-20.9788576	
65.52728	-21.0446266	-20.9614043	-21.0358999	-21.0312175	
65.53738	-21.1105543	-21.0312175	-21.1018276	-21.0835774	
65.54749	-21.1785246	-21.1010307	-21.169798	-21.1359372	
65.55775	-21.2496519	-21.1708438	-21.2409252	-21.1882971	
65.5679	-21.3225197	-21.2493836	-21.3137931	-21.240657	
65.57819	-21.3976487	-21.3279235	-21.3889221	-21.3017435	
65.58826	-21.4735619	-21.4151899	-21.4648352	-21.3715567	
65.59841	-21.5521295	-21.5024564	-21.5434029	-21.4413699	
65.60871	-21.6340684	-21.5809962	-21.6253417	-21.511183	
65.61871	-21.71561	-21.6682627	-21.7068834	-21.5897228	
65.6289	-21.8007207	-21.7555291	-21.7919941	-21.6769893	
65.63918	-21.8886694	-21.8427956	-21.8799427	-21.7555291	
65.64921	-21.9765707	-21.9300621	-21.967844	-21.8515222	
65.6594	-22.0678851	-22.0173285	-22.0591585	-21.956242	
65.66955	-22.1609904	-22.104595	-22.1522638	-22.0522351	
65.67967	-22.2558104	-22.2005881	-22.2470837	-22.1482282	
65.68991	-22.3538345	-22.3053078	-22.3451078	-22.2704013	
65.69998	-22.4523111	-22.4013009	-22.4435844	-22.375121	
65.71015	-22.5537838	-22.4972941	-22.5450572	-22.4885674	
65.72034	-22.6556338	-22.5932872	-22.6469072	-22.6020138	
65.7305	-22.7572838	-22.7067336	-22.7485572	-22.7241869	
65.74077	-22.8599938	-22.8027267	-22.8512672	-22.8289066	
65.75078	-22.9600638	-22.9074464	-22.9513372	-22.942353	
65.76096	-23.0619038	-23.0208928	-23.0531772	-23.0557994	
65.77107	-23.1629838	-23.1343392	-23.1542572	-23.1605192	
65.78146	-23.2668438	-23.239059	-23.2581172	-23.2652389	
